id,created_at,closed_at,handle_seconds,status,channel,customer_name,customer_email,customer_country,order_number,order_product,order_source,order_authorized,issue,decision,reason_code,citation,primary_agent_id,stage
WC-10245,2026-05-17T18:21:37Z,2026-05-17T18:25:38Z,241,CLOSED,voice,"David Park","david.park@example.com",US,"JD-100008","JOOLA Hyperion CAS 16mm",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10062,2026-05-17T17:46:42Z,,,OPEN,web,"Grace Liu","grace.liu@example.com",US,"JD-100024","JOOLA Indoor Tournament Table 3000",JOOLA_DIRECT,true,"Ball logo prints are flaking off",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,intake
WC-10145,2026-05-17T17:36:14Z,,,OPEN,web,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,verify
WC-10157,2026-05-17T17:26:16Z,2026-05-17T17:35:33Z,557,CLOSED,email,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10162,2026-05-17T17:14:11Z,,,OPEN,web,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,verify
WC-10095,2026-05-17T17:11:26Z,,,OPEN,email,"Sarah Lee","sarah.lee@example.com",US,"JD-100002","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_EXTENDED_WARRANTY","§2.5",response,draft
WC-10017,2026-05-17T16:56:51Z,,,OPEN,voice,"Ravi Kumar","ravi.kumar@example.in",IN,"JD-100040","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Customer in India, purchased from JOOLA US site. Wants warranty replacement.",HUMAN_REVIEW_REQUIRED,"OUTSIDE_REGION","§2.1, §4.13, §5.2",esc,rules
WC-10018,2026-05-17T16:49:51Z,,,OPEN,voice,"Alex Green","alex.green@example.com",US,"EB-300001","JOOLA Hyperion CFS 16mm",EBAY,false,"Disputes eBay = unauthorized. Says seller was ""official"" JOOLA storefront.",HUMAN_REVIEW_REQUIRED,"DISPUTED_SELLER","§1.7, §2.9, §5.2",esc,verify
WC-10274,2026-05-17T16:36:41Z,2026-05-17T16:44:22Z,461,CLOSED,email,"Nadia Costa","nadia.costa@example.com",US,"JD-100020","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10019,2026-05-17T16:35:51Z,,,OPEN,web,"Hannah Cole","hannah.cole@example.com",US,"JD-100010","JOOLA Perseus Pro IV 16mm",JOOLA_DIRECT,true,"Photos unclear — damage could be wear-and-tear or manufacturing.",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,rules
WC-10020,2026-05-17T16:26:51Z,,,OPEN,email,"Daniel Kim","daniel.kim@example.com",US,"JD-100014","JOOLA Magnus 3 14mm",JOOLA_DIRECT,true,"Customer mentioned social media — handle with care.",HUMAN_REVIEW_REQUIRED,"BRAND_RISK","§5.2",esc,draft
WC-10023,2026-05-17T15:49:15Z,2026-05-17T15:59:59Z,644,CLOSED,email,"Ravi Kumar","ravi.kumar@example.in",IN,"JD-100040","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Edge guard came loose during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10043,2026-05-17T14:54:18Z,2026-05-17T14:57:17Z,179,CLOSED,web,"Nadia Costa","nadia.costa@example.com",US,"FB-400001","JOOLA Magnus 3 16mm",FACEBOOK_MARKETPLACE,false,"Eyewear lens has internal scratch",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10106,2026-05-17T14:23:25Z,2026-05-17T14:54:49Z,1884,CLOSED,voice,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Net height adjustment slipping during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10238,2026-05-17T13:28:22Z,,,REOPENED,email,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,rules
WC-10016,2026-05-17T13:07:51Z,,,OPEN,voice,"Emily White","emily.white@example.com",US,"JD-100005","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Replacement limit reached — 3 prior replacements on Perseus paddle. Customer asking for fourth.",HUMAN_REVIEW_REQUIRED,"REPLACEMENT_LIMIT_REACHED","§2.8 Step 5, §5.2",esc,rules
WC-10224,2026-05-17T12:06:58Z,2026-05-17T12:17:12Z,614,CLOSED,email,"Ravi Kumar","ravi.kumar@example.in",IN,"JD-100040","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10079,2026-05-17T11:34:05Z,2026-05-17T12:14:01Z,2396,CLOSED,voice,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Edge guard came loose during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10246,2026-05-17T11:17:39Z,2026-05-17T11:22:32Z,293,CLOSED,voice,"Lauren Chen","lauren.chen@example.com",US,"JD-100009","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",HUMAN_REVIEW_REQUIRED,"REPLACEMENT_LIMIT_REACHED","§2.8 Step 5, §5.2",esc,closed
WC-10014,2026-05-17T11:07:51Z,,,OPEN,voice,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Eyewear hinge snapped mid-rally — a piece flew toward my eye, this is a safety issue",HUMAN_REVIEW_REQUIRED,"SAFETY_CONCERN","§5.2",esc,verify
WC-10134,2026-05-17T09:55:13Z,2026-05-17T10:03:27Z,494,CLOSED,web,"Sofia Martinez","sofia.martinez@example.com",US,"JD-100015","JOOLA Scorpeus 4 16mm",JOOLA_DIRECT,true,"Hairline crack near throat area",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10117,2026-05-17T09:38:51Z,,,OPEN,email,"Lauren Chen","lauren.chen@example.com",US,"JD-100055","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,rules
WC-10195,2026-05-17T09:18:25Z,,,OPEN,voice,"John Smith","john.smith@example.com",US,"JD-100001","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Edge guard came loose during play",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,intake
WC-10168,2026-05-17T09:12:06Z,2026-05-17T09:20:39Z,513,CLOSED,voice,"Grace Liu","grace.liu@example.com",US,"","",,false,"Hairline crack near throat area",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10278,2026-05-17T08:26:44Z,2026-05-17T08:33:31Z,407,CLOSED,voice,"Hannah Cole","hannah.cole@example.com",US,"AR-200056","JOOLA Indoor Tournament Table 3000",AUTHORIZED_RETAILER,true,"Cosmetic chip near the corner",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10270,2026-05-16T20:38:23Z,2026-05-16T20:47:31Z,548,CLOSED,voice,"Maria Garcia","maria.garcia@example.com",US,"","",,false,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10126,2026-05-16T19:53:48Z,2026-05-16T20:04:16Z,628,CLOSED,voice,"Emily White","emily.white@example.com",US,"","",,false,"Paddle face has bubbling under the surface",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3",rules,closed
WC-10011,2026-05-16T17:07:51Z,,,OPEN,voice,"Sofia Martinez","sofia.martinez@example.com",US,"AR-200004","JOOLA Indoor Tournament Table 3000",AUTHORIZED_RETAILER,true,"Indoor table arrived damaged — I signed for it before noticing the crack in the top",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,verify
WC-10148,2026-05-16T17:01:22Z,2026-05-16T17:28:59Z,1657,CLOSED,voice,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"JD-100041","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"NFC chip not reading in the app",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10171,2026-05-16T16:07:35Z,,,OPEN,voice,"Chris Wilson","chris.wilson@example.com",US,"JD-100006","JOOLA Magnus 3 16mm",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,draft
WC-10240,2026-05-16T15:51:26Z,2026-05-16T15:57:45Z,379,CLOSED,email,"Daniel Kim","daniel.kim@example.com",US,"JD-100060","JOOLA Vision CGS 14mm",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10215,2026-05-16T15:04:25Z,,,REOPENED,email,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,rules
WC-10116,2026-05-16T14:55:16Z,,,OPEN,email,"Hannah Cole","hannah.cole@example.com",US,"JD-100010","JOOLA Perseus Pro IV 16mm",JOOLA_DIRECT,true,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,draft
WC-10197,2026-05-16T14:43:50Z,,,OPEN,email,"Lauren Chen","lauren.chen@example.com",US,"JD-100055","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Hairline crack near throat area",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,intake
WC-10233,2026-05-16T13:54:07Z,2026-05-16T13:55:20Z,73,CLOSED,voice,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Ball logo prints are flaking off",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10254,2026-05-16T12:45:49Z,,,OPEN,voice,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,rules
WC-10130,2026-05-16T12:29:38Z,2026-05-16T12:30:51Z,73,CLOSED,voice,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10165,2026-05-16T11:56:05Z,2026-05-16T11:59:43Z,218,CLOSED,web,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Net height adjustment slipping during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10223,2026-05-16T11:42:31Z,2026-05-16T11:58:24Z,953,CLOSED,voice,"Ravi Kumar","ravi.kumar@example.in",IN,"JD-100040","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Handle grip is peeling off",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10181,2026-05-16T09:31:30Z,2026-05-16T09:32:23Z,53,CLOSED,web,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10275,2026-05-16T08:57:40Z,2026-05-16T09:05:38Z,478,CLOSED,web,"Jamal Wright","jamal.wright@example.com",US,"JD-100057","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10241,2026-05-16T08:03:11Z,2026-05-16T08:09:25Z,374,CLOSED,voice,"Sarah Lee","sarah.lee@example.com",US,"JD-100002","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10103,2026-05-15T19:21:59Z,2026-05-15T19:24:47Z,168,CLOSED,web,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Ball logo prints are flaking off",HUMAN_REVIEW_REQUIRED,"REPLACEMENT_LIMIT_REACHED","§2.8 Step 5, §5.2",esc,closed
WC-10155,2026-05-15T18:47:43Z,2026-05-15T18:53:58Z,375,CLOSED,web,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Dead spot on the face — sounds hollow",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10236,2026-05-15T18:40:23Z,2026-05-15T18:52:14Z,711,CLOSED,email,"Daniel Kim","daniel.kim@example.com",US,"JD-100060","JOOLA Vision CGS 14mm",JOOLA_DIRECT,true,"Bag zipper broke within a month",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10115,2026-05-15T18:02:54Z,2026-05-15T18:14:39Z,705,CLOSED,email,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10003,2026-05-15T17:07:51Z,,,OPEN,voice,"Emily White","emily.white@example.com",US,"JD-100005","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Replacement paddle has the same defect — this is my 4th warranty replacement on the Perseus",HUMAN_REVIEW_REQUIRED,"REPLACEMENT_LIMIT_REACHED","§4.3, §2.8 Step 5",esc,rules
WC-10176,2026-05-15T16:38:32Z,2026-05-15T16:43:04Z,272,CLOSED,email,"Tomás Rivera","tomas.rivera@example.com",US,"FB-400002","JOOLA Vision CGS 14mm",FACEBOOK_MARKETPLACE,false,"Surface delaminating around the perimeter",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10139,2026-05-15T15:50:44Z,2026-05-15T15:52:02Z,78,CLOSED,voice,"Ravi Kumar","ravi.kumar@example.in",IN,"JD-100040","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"Bag zipper broke within a month",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10069,2026-05-15T13:43:37Z,2026-05-15T13:48:12Z,275,CLOSED,web,"Olivia Reed","olivia.reed@example.com",US,"JD-100059","JOOLA Scorpeus 4 16mm",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10028,2026-05-15T13:10:17Z,2026-05-15T13:17:13Z,416,CLOSED,email,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,closed
WC-10054,2026-05-15T10:56:07Z,2026-05-15T11:04:13Z,486,CLOSED,voice,"Chris Wilson","chris.wilson@example.com",US,"JD-100006","JOOLA Magnus 3 16mm",JOOLA_DIRECT,true,"Surface delaminating around the perimeter",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10091,2026-05-15T08:53:38Z,2026-05-15T08:57:30Z,232,CLOSED,email,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"Handle grip is peeling off",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10167,2026-05-14T19:05:13Z,2026-05-14T19:12:01Z,408,CLOSED,web,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10015,2026-05-14T17:07:51Z,2026-05-14T19:07:51Z,7200,CLOSED,email,"Carlos Vega","carlos.vega@example.com",PR,"JD-100029","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Final-sale Infinity tee arrived with a torn seam — received 3 days ago",ELIGIBLE_FOR_DAMAGE_REVIEW,"FINAL_SALE_DEFECT_IN_WINDOW","§1.8",response,closed
WC-10033,2026-05-14T15:46:18Z,2026-05-14T15:55:46Z,568,CLOSED,voice,"Daniel Kim","daniel.kim@example.com",US,"JD-100014","JOOLA Magnus 3 14mm",JOOLA_DIRECT,true,"Paddle face cracked along the edge",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10045,2026-05-14T15:05:26Z,2026-05-14T15:29:35Z,1449,CLOSED,email,"John Smith","john.smith@example.com",US,"JD-100047","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10086,2026-05-14T13:08:02Z,2026-05-14T13:14:22Z,380,CLOSED,web,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Surface delaminating around the perimeter",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10235,2026-05-14T11:41:45Z,2026-05-14T11:45:58Z,253,CLOSED,web,"Sofia Martinez","sofia.martinez@example.com",US,"AR-200004","JOOLA Indoor Tournament Table 3000",AUTHORIZED_RETAILER,true,"Order arrived but paddle was damaged in box",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10230,2026-05-14T11:20:29Z,2026-05-14T11:30:20Z,591,CLOSED,email,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10237,2026-05-14T11:16:32Z,,,REOPENED,web,"Marcus Hall","marcus.hall@example.com",US,"EB-300002","JOOLA Perseus 3 14mm",EBAY,false,"Net pole bent during normal assembly",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,rules
WC-10160,2026-05-14T10:24:36Z,2026-05-14T10:28:08Z,212,CLOSED,email,"Ethan Hughes","ethan.hughes@example.com",US,"EB-300003","JOOLA Scorpeus 4 16mm",EBAY,false,"Throat area has spider-web cracks",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10271,2026-05-14T10:24:34Z,,,OPEN,web,"John Smith","john.smith@example.com",US,"JD-099001","JOOLA Hyperion Original",JOOLA_DIRECT,true,"Replacement paddle has the same defect",PROCESSING,"","",intake,rules
WC-10239,2026-05-14T09:56:55Z,2026-05-14T09:58:59Z,124,CLOSED,email,"David Park","david.park@example.com",US,"JD-100054","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Paddle face cracked along the edge",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10061,2026-05-14T09:16:32Z,2026-05-14T09:22:45Z,373,CLOSED,voice,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3",rules,closed
WC-10024,2026-05-14T08:07:34Z,2026-05-14T08:26:19Z,1125,CLOSED,email,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Replacement paddle has the same defect",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10257,2026-05-13T18:16:31Z,2026-05-13T18:27:12Z,641,CLOSED,web,"Mike Brown","mike.brown@example.com",US,"AR-200001","JOOLA Perseus 3 16mm",AUTHORIZED_RETAILER,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10131,2026-05-13T17:31:14Z,2026-05-13T17:42:56Z,702,CLOSED,email,"Chris Wilson","chris.wilson@example.com",US,"JD-100052","JOOLA Spirit Carbon Blade",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,closed
WC-10080,2026-05-13T17:23:54Z,2026-05-13T17:24:35Z,41,CLOSED,voice,"Trevor Nguyen","trevor.nguyen@example.com",US,"AR-200005","JOOLA Scorpeus 4 14mm",AUTHORIZED_RETAILER,true,"Core sounds dead, very dampened response",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10010,2026-05-13T17:07:51Z,2026-05-13T18:07:51Z,3600,CLOSED,voice,"Nadia Costa","nadia.costa@example.com",US,"JD-100020","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"I want to cancel order JD-100020 — I placed it by mistake an hour ago",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
